date,sessions,avg_session_duration_min,bounce_rate,conversion_rate
2023-01-01,1127,5.13234933986051,0.4712603490476143,0.052007896632672426
2023-01-02,1198,4.5796568344379756,0.3387850881855317,0.062304937337806766
2023-01-03,1241,5.307365712303743,0.31136568888889576,0.07010821627931903
2023-01-04,1288,4.2863130514857195,0.2599811860713526,0.0531604330301018
2023-01-05,1203,5.686507416137715,0.32758545359800806,0.06091151258739806
2023-01-06,1207,5.442502136101392,0.47281729413278634,0.056636797310132166
2023-01-07,1201,5.368430956955643,0.5809880164357527,0.06205692325554259
2023-01-08,1163,5.765903036199286,0.49791672473795207,0.060001063408400994
2023-01-09,1205,6.141354863559851,0.3402058468982408,0.056672792111415425
2023-01-10,1258,5.849771320872021,0.34404698516420407,0.06229156249191598
2023-01-11,1211,4.4560163040206655,0.36233878311410017,0.06884299660761373
2023-01-12,1215,4.770420516369388,0.3261224808722751,0.058832881841032664
2023-01-13,1253,5.131433737160491,0.43668751557811,0.06334943503331286
2023-01-14,1049,5.490391057117317,0.49822720095464224,0.05324463572947369
2023-01-15,1061,5.769536100466936,0.43893823259269105,0.05488629625196273
2023-01-16,1222,5.181044408491478,0.43241402169219295,0.061985122163943376
2023-01-17,1203,5.6703482479997565,0.31576944432280796,0.06699543202623022
2023-01-18,1273,5.2321509831359165,0.32348383097716904,0.06130184250123228
2023-01-19,1215,5.336780421888755,0.3122370171981392,0.05790458737814499
2023-01-20,1193,4.971715250764116,0.42151545889558534,0.059409630202245246
2023-01-21,1240,5.245735621297292,0.533611859109571,0.0531016408232829
2023-01-22,1158,5.06360678297318,0.45954149064221467,0.062313990745808574
2023-01-23,1276,5.283390185998547,0.4863481925616703,0.06363806080002192
2023-01-24,1204,6.329796876715866,0.3018350424724669,0.05689819121850748
2023-01-25,1251,5.3596877608086615,0.31374144506941193,0.05673796563459752
2023-01-26,1287,7.181742217519558,0.4032411676818987,0.06034440798957909
2023-01-27,1227,6.143117633921266,0.3724700872651042,0.05675558728498959
2023-01-28,1206,6.019518603653139,0.4094523506191436,0.058530043142212274
2023-01-29,1160,5.52828879014097,0.40190033251829826,0.06927820979284145
2023-01-30,1279,6.337706040024449,0.46312920517135914,0.05746076538973613
2023-01-31,1266,5.729522974585322,0.2942239444585747,0.05681790939878384
2023-02-01,1392,6.107836122053781,0.43041717306523025,0.0552830661828373
2023-02-02,1301,7.356052612210997,0.32839924615537475,0.062150375231047515
2023-02-03,1252,6.056840676472914,0.4526159390716077,0.057429436852295186
2023-02-04,1249,6.708040175725074,0.5745982888465762,0.05499236486596842
2023-02-05,1150,5.810012334344658,0.5784877926547591,0.06474698109644725
2023-02-06,1324,6.171959128673046,0.50307517883182,0.0651372946408964
2023-02-07,1218,7.102354058048007,0.3822351632828541,0.05493359826082796
2023-02-08,1252,5.930609967987851,0.35371033507239075,0.04849710127996755
2023-02-09,1331,7.177088880778819,0.38623797354830336,0.06275913429417626
2023-02-10,1361,6.6511350897977,0.48230642772008775,0.05418789345780773
2023-02-11,1235,6.042035848537422,0.4699335054017557,0.06145139200785953
2023-02-12,1224,6.665091107193652,0.43727320407568765,0.04753274445147189
2023-02-13,1317,6.860382759260698,0.39983127712945243,0.061729061939182206
2023-02-14,1261,6.709821635211892,0.3133076206269506,0.05109087421402571
2023-02-15,1301,5.638200884618321,0.27984580631545386,0.060679095337024196
2023-02-16,1317,6.083719488679391,0.39143099846108,0.056973099221611895
2023-02-17,1395,6.347074728152219,0.49115363434028136,0.05200645079348367
2023-02-18,1262,6.456727460843087,0.5019131355327747,0.054613372415008965
2023-02-19,1159,6.8269476657324635,0.5520596522995661,0.05995058224357064
2023-02-20,1365,6.627680154234502,0.34291554429332477,0.056916966486091444
2023-02-21,1332,5.8929195227865,0.3121338787892111,0.05917617063221489
2023-02-22,1320,6.771990239016536,0.2666660927516774,0.06600106693526467
2023-02-23,1387,6.908015048991264,0.2632847952345912,0.04816060108550391
2023-02-24,1410,6.902973341980242,0.4392543396196209,0.0639290446111268
2023-02-25,1307,7.183343469382139,0.49140541579901825,0.05622420261453394
2023-02-26,1221,7.079302330006068,0.5538556354089096,0.05106625412495481
2023-02-27,1349,6.910826850883175,0.4315405842277389,0.04876471007786487
2023-02-28,1383,6.664551327325731,0.27060751053673676,0.05432517513253855
2023-03-01,1418,5.88704744979361,0.39521183709852703,0.05973196468090653
2023-03-02,1347,6.949721819025487,0.41766331086451186,0.05433738728718414
2023-03-03,1363,6.855627253870041,0.47249325908518663,0.06238085206884893
